Дата;Идентификатор;ИдентификаторЖалобыТендера;Статус жалобы;ДатаПодачиТребованияЖалобыТендера;Тип методу закупівлі;КодОргЖалобыТендера;ОрганизацияЖалобыТендера;Уровень жалобы;Классификация лота CPV2;СтатусТендера;IDOrganizator;СуммаТендера
09.03.2017;UA-2017-03-09-000464-c;UA-2017-03-09-000464-c.a2;Удовлетворено;10.07.2017 16:38:50;Відкриті торги;36196836;ТОВ Гренландія;На решение;39000000-2 Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення;unsuccessful;40081347;2735293.08
09.03.2017;UA-2017-03-09-000227-c;UA-2017-03-09-000227-c.c1;Удовлетворено;20.04.2017 16:21:58;Відкриті торги;39553698;"ТОВ ""Укрсервіскомплекс""";На решение;98000000-3 Інші громадські, соціальні та особисті послуги;cancelled;07855800;327200
09.03.2017;UA-2017-03-09-001015-a;UA-2017-03-09-001015-a.c5;Удовлетворено;26.05.2017 17:42:43;Відкриті торги із публікацією англ. мовою;22406381;ПП Тювик;На решение;45000000-7 Будівельні роботи та поточний ремонт;cancelled;00100227;52755250
09.03.2017;UA-2017-03-09-001015-a;UA-2017-03-09-001015-a.b4;Не удовлетворено;25.05.2017 15:59:25;Відкриті торги із публікацією англ. мовою;30884393;"Товариство з обмеженою відповідальністю ""ТЕХНОСТАР""";На решение;45000000-7 Будівельні роботи та поточний ремонт;cancelled;00100227;52755250
09.03.2017;UA-2017-03-09-001259-a;UA-2017-03-09-001259-a.c2;Удовлетворено;12.04.2017 18:25:41;Відкриті торги із публікацією англ. мовою;36259618;ТОВ МАКСМЕД ІНТЕРНЕШНЛ;На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;40081347;12293017.94
09.03.2017;UA-2017-03-09-001772-b;UA-2017-03-09-001772-b.c4;Удовлетворено;06.04.2017 18:16:41;Відкриті торги із публікацією англ. мовою;36259618;ТОВ МАКСМЕД ІНТЕРНЕШНЛ;На условия;32000000-3 Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання;unsuccessful;40081347;9021888
09.03.2017;UA-2017-03-09-001219-a;UA-2017-03-09-001219-a.a1;Удовлетворено;14.04.2017 20:16:35;Відкриті торги;33781534;ТОВ Флорекс Україна;На решение;03000000-1 Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція;unsuccessful;03359760;1596800
09.03.2017;UA-2017-03-09-001203-a;UA-2017-03-09-001203-a.a1;Удовлетворено;14.04.2017 20:12:39;Відкриті торги;33781534;ТОВ Флорекс Україна;На решение;03000000-1 Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція;unsuccessful;03359760;3440220
09.03.2017;UA-2017-03-09-001074-a;UA-2017-03-09-001074-a.a3;Удовлетворено;11.04.2017 15:16:25;Відкриті торги;39869593;"ТОВ ""УКРТРАНССЕРВІС-ГРУП""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;unsuccessful;02143301;3651000
09.03.2017;UA-2017-03-09-000530-a;UA-2017-03-09-000530-a.b1;Не удовлетворено;14.04.2017 16:08:11;Відкриті торги;38167283;"ООО ""ЛЮМ'ЄР УКРАЇНА""";На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;03360905;322500
09.03.2017;UA-2017-03-09-000321-b;UA-2017-03-09-000321-b.b2;Не удовлетворено;30.03.2017 16:38:12;Відкриті торги із публікацією англ. мовою;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;02142767;5050000
09.03.2017;UA-2017-03-09-001233-b;UA-2017-03-09-001233-b.a1;Не удовлетворено;06.04.2017 14:14:42;Відкриті торги;21265317;ТОВ фірма Скала;На решение;71000000-8 Архітектурні, будівельні, інженерні та інспекційні послуги;complete;40081221;99416.67
09.03.2017;UA-2017-03-09-001607-b;UA-2017-03-09-001607-b.b1;Не удовлетворено;07.04.2017 12:05:44;Відкриті торги;13695593;"ООО ""НАУКОВО-ВИРОБНИЧЕ ПІДПРИЄМСТВО ""МАДЕК""""";На решение;50000000-5 Послуги з ремонту і технічного обслуговування;complete;00032106;1733483.35
09.03.2017;UA-2017-03-09-000098-b;UA-2017-03-09-000098-b.b4;Не удовлетворено;27.03.2017 16:46:34;Переговорна процедура (для потреб оборони);37371973;"ООО ""ПРЕМІУМ ФІНАНС ГРУП""";На решение;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;complete;23311530;8120460
31.10.2016;UA-2016-10-31-000246-a;UA-2016-10-31-000246-a.c4;Удовлетворено;16.12.2016 20:18:14;Відкриті торги;37864153;"ТОВ""ХмельницькеОбласнеЗемельне Агенство""";На решение;71000000-8 Архітектурні, будівельні, інженерні та інспекційні послуги;cancelled;25698645;1328235
31.10.2016;UA-2016-10-31-000140-b;UA-2016-10-31-000140-b.a2;Удовлетворено;07.12.2016 15:04:21;Відкриті торги;33463803;"ООО ""Юритмікс""";На решение;32000000-3 Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання;cancelled;02143838;695000
31.10.2016;UA-2016-10-31-000541-a;UA-2016-10-31-000541-a.c2;Не удовлетворено;25.11.2016 13:03:51;Відкриті торги;35848260;Сиопласт;На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";complete;01125672;2850000
31.10.2016;UA-2016-10-31-000415-c;UA-2016-10-31-000415-c.c5;Не удовлетворено;29.11.2016 12:32:17;Відкриті торги;23247476;"ТОВ ""Поліарт""";На решение;45000000-7 Будівельні роботи та поточний ремонт;complete;04062096;15465854
31.10.2016;UA-2016-10-31-000575-c;UA-2016-10-31-000575-c.a2;Удовлетворено;10.11.2016 17:54:12;Відкриті торги;40209793;"ТОВ ""ЄВРОТРЕЙД МАРКЕТ""";На условия;79000000-4 Ділові послуги: юридичні, маркетингові, консультаційні, кадрові, поліграфічні та охоронні;cancelled;03358417;1283000
31.10.2016;UA-2016-10-31-000578-c;UA-2016-10-31-000578-c.c2;Удовлетворено;10.11.2016 17:51:47;Відкриті торги;40209793;"ТОВ ""ЄВРОТРЕЙД МАРКЕТ""";На условия;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";unsuccessful;03358417;1100000
31.10.2016;UA-2016-10-31-000572-c;UA-2016-10-31-000572-c.a2;Удовлетворено;10.11.2016 17:48:01;Відкриті торги;40209793;"ТОВ ""ЄВРОТРЕЙД МАРКЕТ""";На условия;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";unsuccessful;03358417;240000
31.10.2016;UA-2016-10-31-000005-b;UA-2016-10-31-000005-b.b1;Не удовлетворено;11.11.2016 16:56:54;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;04544458;3000000
05.12.2016;UA-2016-12-05-000258-c;UA-2016-12-05-000258-c.c3;Удовлетворено;29.12.2016 17:25:12;Відкриті торги із публікацією англ. мовою;40107752;ТОВ ГРІНЕКС ЕКО;На условия;42000000-6 Промислова техніка;unsuccessful;38728402;6500000
05.12.2016;UA-2016-12-05-000933-a;UA-2016-12-05-000933-a.a1;Удовлетворено;26.01.2017 13:14:56;Відкриті торги;36424636;"ТОВ ""ГАЗПРОМПОСТАЧ""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;complete;08563441;1717430
05.12.2016;UA-2016-12-05-001094-a;UA-2016-12-05-001094-a.b1;Удовлетворено;28.12.2016 15:41:19;Відкриті торги;38472482;"ТОВ ""КЛІНІНГ УКРАЇНА""";На решение;90000000-7 Послуги у сферах поводження зі стічними водами та сміттям, послуги у сферах санітарії та охорони довкілля;complete;04052962;863000
10.10.2016;UA-2016-10-10-000855-c;UA-2016-10-10-000855-c.b2;Удовлетворено;19.12.2016 14:23:38;Відкриті торги із публікацією англ. мовою;22916099;"ТОВ ""СП "" СТАН-КОМПЛЕКТ""";На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;36217282;12035500
10.10.2016;UA-2016-10-10-000499-b;UA-2016-10-10-000499-b.c1;Удовлетворено;25.11.2016 13:14:54;Відкриті торги із публікацією англ. мовою;14308730;"""Об'єднання Комунар""";На решение;38000000-5 Лабораторне, оптичне та високоточне обладнання (крім лінз);complete;00131819;7507800
10.10.2016;UA-2016-10-10-001219-b;UA-2016-10-10-001219-b.c3;Удовлетворено;06.12.2016 23:05:16;Відкриті торги із публікацією англ. мовою;39248284;"ООО ""Мироил""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;cancelled;40081347;14357419.6
10.10.2016;UA-2016-10-10-001219-b;UA-2016-10-10-001219-b.c2;Удовлетворено;06.12.2016 23:02:47;Відкриті торги із публікацією англ. мовою;39248284;"ООО ""Мироил""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;cancelled;40081347;14357419.6
10.10.2016;UA-2016-10-10-001219-b;UA-2016-10-10-001219-b.c4;Удовлетворено;06.12.2016 23:07:16;Відкриті торги із публікацією англ. мовою;39248284;"ООО ""Мироил""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;cancelled;40081347;14357419.6
10.10.2016;UA-2016-10-10-000194-b;UA-2016-10-10-000194-b.c2;Удовлетворено;04.11.2016 17:14:02;Відкриті торги;34898640;ТОВ Євробуд Плюс;На решение;45000000-7 Будівельні роботи та поточний ремонт;cancelled;40210149;2221579
10.10.2016;UA-2016-10-10-000890-b;UA-2016-10-10-000890-b.b4;Удовлетворено;04.11.2016 10:04:10;Відкриті торги із публікацією англ. мовою;35648623;"ООО ""Санофі-Авентіс Україна""";На условия;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;cancelled;01998526;16501731.28
31.01.2017;UA-2017-01-31-000406-c;UA-2017-01-31-000406-c.c1;Удовлетворено;09.03.2017 15:35:37;Відкриті торги;40118151;ТОВ Хандал;На решение;14000000-1 Гірнича продукція, неблагородні метали та супутня продукція;complete;40081200;2977315
31.01.2017;UA-2017-01-31-000406-c;UA-2017-01-31-000406-c.c5;Удовлетворено;23.04.2017 21:12:12;Відкриті торги;40118151;ТОВ Хандал;На решение;14000000-1 Гірнича продукція, неблагородні метали та супутня продукція;complete;40081200;2977315
31.01.2017;UA-2017-01-31-000414-a;UA-2017-01-31-000414-a.a2;Удовлетворено;04.04.2017 17:43:32;Відкриті торги із публікацією англ. мовою;25587911;"ТОВ ""ПІЛОТ""";На решение;"63000000-9 Додаткові та допоміжні транспортні послуги; послуги туристичних агентств";cancelled;37854297;14396375
31.01.2017;UA-2017-01-31-000414-a;UA-2017-01-31-000414-a.c1;Удовлетворено;04.04.2017 17:41:36;Відкриті торги із публікацією англ. мовою;25587911;"ТОВ ""ПІЛОТ""";На решение;"63000000-9 Додаткові та допоміжні транспортні послуги; послуги туристичних агентств";cancelled;37854297;14396375
31.01.2017;UA-2017-01-31-001071-b;UA-2017-01-31-001071-b.a3;Удовлетворено;03.03.2017 19:13:39;Відкриті торги;30436824;"ТОВ ""ПРИНТ ЕКСПЕРТ""";На решение;71000000-8 Архітектурні, будівельні, інженерні та інспекційні послуги;unsuccessful;39007616;700000
31.01.2017;UA-2017-01-31-001501-b;UA-2017-01-31-001501-b.b1;Удовлетворено;07.02.2017 15:55:08;Відкриті торги;22967470;"ТОВ ""Парсек""";На условия;32000000-3 Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання;complete;02000300;315000
31.01.2017;UA-2017-01-31-002574-b;UA-2017-01-31-002574-b.b1;Удовлетворено;06.02.2017 17:01:21;Переговорна процедура (для потреб оборони);40887542;"ООО ""ВІЙСЬКСЕРВІС-ВОЛОНТЕР""";На условия;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;complete;00034022;237559920.83
31.01.2017;UA-2017-01-31-002574-b;UA-2017-01-31-002574-b.b2;Не удовлетворено;22.03.2017 15:43:50;Переговорна процедура (для потреб оборони);34292150;"ООО ""РІВЕР ГРІЛЬ""";На решение;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;complete;00034022;237559920.83
31.01.2017;UA-2017-01-31-002562-b;UA-2017-01-31-002562-b.b1;Удовлетворено;06.02.2017 17:04:56;Переговорна процедура (для потреб оборони);40887542;"ООО ""ВІЙСЬКСЕРВІС-ВОЛОНТЕР""";На условия;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;complete;00034022;197329591.66
31.01.2017;UA-2017-01-31-002449-b;UA-2017-01-31-002449-b.b3;Удовлетворено;06.02.2017 17:03:14;Переговорна процедура (для потреб оборони);40887542;"ООО ""ВІЙСЬКСЕРВІС-ВОЛОНТЕР""";На условия;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;complete;00034022;99277583.22
31.01.2017;UA-2017-01-31-002449-b;UA-2017-01-31-002449-b.c2;Удовлетворено;06.02.2017 16:36:22;Переговорна процедура (для потреб оборони);39410652;"ТОВ ""АРТА ГРУП""";На условия;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;complete;00034022;99277583.22
31.01.2017;UA-2017-01-31-002405-b;UA-2017-01-31-002405-b.b3;Удовлетворено;06.02.2017 16:59:27;Переговорна процедура (для потреб оборони);40887542;"ООО ""ВІЙСЬКСЕРВІС-ВОЛОНТЕР""";На условия;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;complete;00034022;136712261.43
31.01.2017;UA-2017-01-31-002405-b;UA-2017-01-31-002405-b.b2;Удовлетворено;06.02.2017 16:39:52;Переговорна процедура (для потреб оборони);39410652;"ТОВ ""АРТА ГРУП""";На условия;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;complete;00034022;136712261.43
31.01.2017;UA-2017-01-31-002352-b;UA-2017-01-31-002352-b.b4;Удовлетворено;06.02.2017 16:52:49;Переговорна процедура (для потреб оборони);40887542;"ООО ""ВІЙСЬКСЕРВІС-ВОЛОНТЕР""";На условия;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;complete;00034022;319997810.17
31.01.2017;UA-2017-01-31-002352-b;UA-2017-01-31-002352-b.b3;Удовлетворено;06.02.2017 16:43:33;Переговорна процедура (для потреб оборони);39410652;"ТОВ ""АРТА ГРУП""";На условия;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;complete;00034022;319997810.17
10.01.2017;UA-2017-01-10-000182-a;UA-2017-01-10-000182-a.a1;Не удовлетворено;17.01.2017 15:19:59;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;02144536;1650000
10.01.2017;UA-2017-01-10-000182-a;UA-2017-01-10-000182-a.a3;Удовлетворено;10.03.2017 10:26:57;Відкриті торги;34327481;"ІП ""АІС-ПОЛТАВА""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;02144536;1650000
10.01.2017;UA-2017-01-10-000182-a;UA-2017-01-10-000182-a.c4;Не удовлетворено;28.04.2017 12:52:39;Відкриті торги;34327481;"ІП ""АІС-ПОЛТАВА""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;02144536;1650000
10.01.2017;UA-2017-01-10-000074-b;UA-2017-01-10-000074-b.a1;Удовлетворено;27.02.2017 17:37:46;Відкриті торги;16392628;ПАТ КІЕП;На решение;71000000-8 Архітектурні, будівельні, інженерні та інспекційні послуги;cancelled;21313677;2291666.67
10.01.2017;UA-2017-01-10-000730-b;UA-2017-01-10-000730-b.c1;Не удовлетворено;15.02.2017 15:59:52;Відкриті торги;38889080;"ООО ""Т-С-К""";На решение;75000000-6 Адміністративні, оборонні послуги та послуги у сфері соціального захисту;complete;40081221;2057286.67
19.01.2017;UA-2017-01-19-000377-b;UA-2017-01-19-000377-b.a1;Удовлетворено;17.03.2017 9:58:41;Відкриті торги із публікацією англ. мовою;37433458;"ТОВ ""Віртуоз ЛТД""";На решение;55000000-0 Готельні, ресторанні послуги та послуги з роздрібної торгівлі;cancelled;03195429;65000000
19.01.2017;UA-2017-01-19-001361-b;UA-2017-01-19-001361-b.a2;Удовлетворено;01.02.2017 15:51:25;Відкриті торги;32498458;ООО Финансовый альянс;На условия;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;unsuccessful;02012906;3898834.2
19.01.2017;UA-2017-01-19-001360-b;UA-2017-01-19-001360-b.b1;Удовлетворено;17.02.2017 16:27:06;Відкриті торги;20780000;"СП ""Київ-Захід"" у формі ТзОВ";На решение;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;unsuccessful;20764320;590000
19.01.2017;UA-2017-01-19-000453-b;UA-2017-01-19-000453-b.c1;Удовлетворено;21.02.2017 12:41:18;Відкриті торги;36337329;Товариство з обмеженою відповідальністю '' ТЕРРА ФІРМА ПЛЮС'';На решение;50000000-5 Послуги з ремонту і технічного обслуговування;cancelled;00032106;3836386.02
19.01.2017;UA-2017-01-19-001200-a;UA-2017-01-19-001200-a.b2;Не удовлетворено;16.02.2017 16:30:24;Відкриті торги із публікацією англ. мовою;2166311632;ФОП Воронець Віктор Федорович;На условия;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;unsuccessful;08565003;4522000
19.01.2017;UA-2017-01-19-000560-c;UA-2017-01-19-000560-c.b1;Не удовлетворено;23.02.2017 17:44:15;Відкриті торги;22902418;"ТОВ ""ІНТЕЛЕКТ-СЕРВІС""";На решение;72000000-5 Послуги у сфері інформаційних технологій: консультування, розробка програмного забезпечення, послуги мережі Інтернет і послуги з підтримки;complete;21575489;254786
19.01.2017;UA-2017-01-19-000213-c;UA-2017-01-19-000213-c.c1;Удовлетворено;10.02.2017 16:11:40;Відкриті торги;38303459;"ООО ""Фарм-Холдинг А.Г.""";На решение;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;cancelled;02774384;530000
20.01.2017;UA-2017-01-20-000389-b;UA-2017-01-20-000389-b.c1;Не удовлетворено;23.03.2017 17:57:49;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;39402898;1846643
20.01.2017;UA-2017-01-20-000389-b;UA-2017-01-20-000389-b.a2;Удовлетворено;28.04.2017 15:12:59;Відкриті торги;34327481;"ІП ""АІС-ПОЛТАВА""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;39402898;1846643
20.01.2017;UA-2017-01-20-000371-c;UA-2017-01-20-000371-c.a4;Не удовлетворено;21.03.2017 17:58:24;Відкриті торги із публікацією англ. мовою;39350080;КОМПЛЕКС РІКО;На решение;55000000-0 Готельні, ресторанні послуги та послуги з роздрібної торгівлі;complete;23306428;19936145.01
20.01.2017;UA-2017-01-20-000371-c;UA-2017-01-20-000371-c.c3;Удовлетворено;20.03.2017 16:51:20;Відкриті торги із публікацією англ. мовою;38737726;ТОВ ТРАНС ЛОГІСТИК ЦЕНТР;На решение;55000000-0 Готельні, ресторанні послуги та послуги з роздрібної торгівлі;complete;23306428;19936145.01
20.01.2017;UA-2017-01-20-001751-b;UA-2017-01-20-001751-b.c1;Удовлетворено;16.02.2017 12:16:26;Відкриті торги;36489117;"ООО ""ВІЛЬНОГІРСЬКИЙ ХЛІБОЗАВОД""";На решение;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;complete;02142448;218293.6
20.01.2017;UA-2017-01-20-001142-a;UA-2017-01-20-001142-a.b3;Удовлетворено;13.02.2017 16:22:06;Відкриті торги;39787081;"ТОВ ""ТОРГОВА КОМПАНІЯ ""СВІТ ПРОДУКТІВ""";На решение;55000000-0 Готельні, ресторанні послуги та послуги з роздрібної торгівлі;complete;02145642;3800000
20.01.2017;UA-2017-01-20-002177-b;UA-2017-01-20-002177-b.a2;Удовлетворено;20.02.2017 18:27:34;Відкриті торги;35762938;"ТОВ ""ГІСІНФО""";На решение;48000000-8 Пакети програмного забезпечення та інформаційні системи;unsuccessful;26256694;445000
20.01.2017;UA-2017-01-20-000604-a;UA-2017-01-20-000604-a.a1;Не удовлетворено;01.03.2017 14:43:45;Відкриті торги;40109147;Управління поліції охорони в м. Києві;На решение;35000000-4 Охоронне, протипожежне, поліцейське та оборонне обладнання;complete;37470086;1676700
20.01.2017;UA-2017-01-20-000239-c;UA-2017-01-20-000239-c.b1;Удовлетворено;16.02.2017 11:34:44;Відкриті торги;34399870;ТОВ «Селидовбудінвест»;На решение;42000000-6 Промислова техніка;unsuccessful;32087941;3000000
20.01.2017;UA-2017-01-20-001239-a;UA-2017-01-20-001239-a.b3;Удовлетворено;30.01.2017 17:32:58;Відкриті торги;31723057;"Комунальне підприємство ""Школяр Дарницького району міста Києва""";На условия;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;unsuccessful;37448113;3799992
23.12.2016;UA-2016-12-23-000106-a;UA-2016-12-23-000106-a.b2;Удовлетворено;24.02.2017 10:37:19;Відкриті торги;31880722;"ТОВ ""МЕЛІТОПОЛЬСЬКИЙ ТБ ""РЕФМА""";На решение;42000000-6 Промислова техніка;cancelled;20915546;44416
23.12.2016;UA-2016-12-23-000588-b;UA-2016-12-23-000588-b.b4;Удовлетворено;13.03.2017 22:03:37;Відкриті торги;33718667;"ООО ""Коприг""";На решение;42000000-6 Промислова техніка;cancelled;20915546;245166.67
23.12.2016;UA-2016-12-23-000138-c;UA-2016-12-23-000138-c.a1;Удовлетворено;30.01.2017 16:51:56;Відкриті торги;39091252;ТОВ ЧЕРНІВЦІФАРМАЦІЯ;На решение;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;cancelled;01999052;1300000
23.12.2016;UA-2016-12-23-000926-c;UA-2016-12-23-000926-c.a12;Удовлетворено;22.02.2017 22:06:18;Відкриті торги із публікацією англ. мовою;16392628;ПАТ КІЕП;На решение;71000000-8 Архітектурні, будівельні, інженерні та інспекційні послуги;cancelled;21313677;8333333.33
19.12.2016;UA-2016-12-19-000161-a;UA-2016-12-19-000161-a.b2;Удовлетворено;17.01.2017 12:10:12;Відкриті торги;33463803;"ООО ""Юритмікс""";На решение;37000000-8 Музичні інструменти, спортивні товари, ігри, іграшки, ремісничі, художні матеріали та приладдя;complete;03019916;250000
19.12.2016;UA-2016-12-19-000400-a;UA-2016-12-19-000400-a.c3;Удовлетворено;16.03.2017 16:37:50;Відкриті торги;38078031;"ТОВ ""ІНТЕРАРМ ІНВЕСТ""";На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;20588716;3050000
19.12.2016;UA-2016-12-19-000051-c;UA-2016-12-19-000051-c.b6;Удовлетворено;27.02.2017 17:21:24;Відкриті торги із публікацією англ. мовою;40318815;ТОВ КОРОНАХІМ;На решение;24000000-4 Хімічна продукція;complete;24584661;3995808
19.12.2016;UA-2016-12-19-000051-c;UA-2016-12-19-000051-c.a4;Удовлетворено;24.02.2017 19:09:29;Відкриті торги із публікацією англ. мовою;31608875;ТОВ Дайвер лтд;На решение;24000000-4 Хімічна продукція;complete;24584661;3995808
19.12.2016;UA-2016-12-19-001477-b;UA-2016-12-19-001477-b.b1;Не удовлетворено;02.02.2017 19:21:11;Відкриті торги із публікацією англ. мовою;36259618;ТОВ МАКСМЕД ІНТЕРНЕШНЛ;На решение;42000000-6 Промислова техніка;complete;00156630;134349186.8
19.12.2016;UA-2016-12-19-001338-b;UA-2016-12-19-001338-b.a1;Удовлетворено;31.01.2017 17:35:19;Відкриті торги із публікацією англ. мовою;37381379;"ТОВ ""БЗ ЗБВ""";На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";complete;23226362;20000000
19.12.2016;UA-2016-12-19-001162-b;UA-2016-12-19-001162-b.a2;Удовлетворено;17.02.2017 18:46:57;Відкриті торги із публікацією англ. мовою;32521649;ТОВ Проект Інвест ХХІ;На решение;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;cancelled;33636307;5446680
19.12.2016;UA-2016-12-19-001565-b;UA-2016-12-19-001565-b.b2;Удовлетворено;11.01.2017 14:31:40;Відкриті торги із публікацією англ. мовою;35203852;ТОВ Альфатех;На условия;43000000-3 Гірничодобувне та будівельне обладнання;unsuccessful;00156630;23828148
31.08.2016;UA-2016-08-31-000192-a;UA-2016-08-31-000192-a.a2;Не удовлетворено;17.10.2016 11:57:11;Відкриті торги;32385941;"ТОВ ""Торговий дім ""ЕЛВО-Україна""";На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;24584661;1925208
13.03.2017;UA-2017-03-13-000267-c;UA-2017-03-13-000267-c.b3;Не удовлетворено;07.04.2017 18:37:39;Відкриті торги із публікацією англ. мовою;36259618;ТОВ МАКСМЕД ІНТЕРНЕШНЛ;На условия;42000000-6 Промислова техніка;complete;40081347;27901800
13.03.2017;UA-2017-03-13-000572-c;UA-2017-03-13-000572-c.c2;Не удовлетворено;27.04.2017 10:37:02;Відкриті торги;39699116;ТОВ СПЕЦІНЖИНІРИНГ ПОСТАЧ;На решение;45000000-7 Будівельні роботи та поточний ремонт;complete;03327664;41084080.8
13.03.2017;UA-2017-03-13-001120-b;UA-2017-03-13-001120-b.c1;Удовлетворено;07.04.2017 8:59:37;Відкриті торги;37502259;ТОВ «ЕКВІВЕС»;На решение;42000000-6 Промислова техніка;complete;03339012;1100000
29.12.2016;UA-2016-12-29-000672-c;UA-2016-12-29-000672-c.c6;Удовлетворено;02.05.2017 21:35:59;Відкриті торги із публікацією англ. мовою;38130206;"ТОВ ""ЕК ""СИСТЕМА""";На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;00100227;24852256.03
29.12.2016;UA-2016-12-29-000672-c;UA-2016-12-29-000672-c.b2;Удовлетворено;28.04.2017 14:25:10;Відкриті торги із публікацією англ. мовою;32385941;"ТОВ ""Торговий дім ""ЕЛВО-Україна""";На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;00100227;24852256.03
29.12.2016;UA-2016-12-29-000672-c;UA-2016-12-29-000672-c.c3;Удовлетворено;28.04.2017 14:31:06;Відкриті торги із публікацією англ. мовою;32385941;"ТОВ ""Торговий дім ""ЕЛВО-Україна""";На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;00100227;24852256.03
29.12.2016;UA-2016-12-29-000672-c;UA-2016-12-29-000672-c.b4;Удовлетворено;28.04.2017 14:34:24;Відкриті торги із публікацією англ. мовою;32385941;"ТОВ ""Торговий дім ""ЕЛВО-Україна""";На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;00100227;24852256.03
29.12.2016;UA-2016-12-29-000672-c;UA-2016-12-29-000672-c.b5;Удовлетворено;28.04.2017 14:36:47;Відкриті торги із публікацією англ. мовою;32385941;"ТОВ ""Торговий дім ""ЕЛВО-Україна""";На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;00100227;24852256.03
29.12.2016;UA-2016-12-29-000377-c;UA-2016-12-29-000377-c.c2;Удовлетворено;10.02.2017 19:57:06;Відкриті торги;40199288;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СУЧАСНА ЛІКАРНЯ""";На условия;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;complete;01990683;3401000
